timestamp,open,high,low,close,volume,available_time
2024-09-01T00:00:00+00:00,1,1,1,1,100,2024-09-01T00:00:00+00:00
2024-09-01T04:00:00+00:00,1,1,1,1,100,2024-09-01T04:00:00+00:00
2024-09-01T08:00:00+00:00,1,1,1,1,100,2024-09-01T08:00:00+00:00
2024-09-01T12:00:00+00:00,1,1,1,1,100,2024-09-01T12:00:00+00:00
2024-09-01T16:00:00+00:00,1,1,1,1,100,2024-09-01T16:00:00+00:00
2024-09-01T20:00:00+00:00,1,1,1,1,100,2024-09-01T20:00:00+00:00
2024-09-02T00:00:00+00:00,1,1,1,1,100,2024-09-02T00:00:00+00:00
2024-09-02T04:00:00+00:00,1,1,1,1,100,2024-09-02T04:00:00+00:00
2024-09-02T08:00:00+00:00,1,1,1,1,100,2024-09-02T08:00:00+00:00
2024-09-02T12:00:00+00:00,1,1,1,1,100,2024-09-02T12:00:00+00:00
2024-09-02T16:00:00+00:00,1,1,1,1,100,2024-09-02T16:00:00+00:00
2024-09-02T20:00:00+00:00,1,1,1,1,100,2024-09-02T20:00:00+00:00
2024-09-03T00:00:00+00:00,1,1,1,1,100,2024-09-03T00:00:00+00:00
2024-09-03T04:00:00+00:00,1,1,1,1,100,2024-09-03T04:00:00+00:00
2024-09-03T08:00:00+00:00,1,1,1,1,100,2024-09-03T08:00:00+00:00
2024-09-03T12:00:00+00:00,1,1,1,1,100,2024-09-03T12:00:00+00:00
2024-09-03T16:00:00+00:00,1,1,1,1,100,2024-09-03T16:00:00+00:00
2024-09-03T20:00:00+00:00,1,1,1,1,100,2024-09-03T20:00:00+00:00
2024-09-04T00:00:00+00:00,1,1,1,1,100,2024-09-04T00:00:00+00:00
2024-09-04T04:00:00+00:00,1,1,1,1,100,2024-09-04T04:00:00+00:00
2024-09-04T08:00:00+00:00,1,1,1,1,100,2024-09-04T08:00:00+00:00
2024-09-04T12:00:00+00:00,1,1,1,1,100,2024-09-04T12:00:00+00:00
2024-09-04T16:00:00+00:00,1,1,1,1,100,2024-09-04T16:00:00+00:00
2024-09-04T20:00:00+00:00,1,1,1,1,100,2024-09-04T20:00:00+00:00
2024-09-05T00:00:00+00:00,1,1,1,1,100,2024-09-05T00:00:00+00:00
2024-09-05T04:00:00+00:00,1,1,1,1,100,2024-09-05T04:00:00+00:00
2024-09-05T08:00:00+00:00,1,1,1,1,100,2024-09-05T08:00:00+00:00
2024-09-05T12:00:00+00:00,1,1,1,1,100,2024-09-05T12:00:00+00:00
2024-09-05T16:00:00+00:00,1,1,1,1,100,2024-09-05T16:00:00+00:00
2024-09-05T20:00:00+00:00,1,1,1,1,100,2024-09-05T20:00:00+00:00
2024-09-06T00:00:00+00:00,1,1,1,1,100,2024-09-06T00:00:00+00:00
2024-09-06T04:00:00+00:00,1,1,1,1,100,2024-09-06T04:00:00+00:00
2024-09-06T08:00:00+00:00,1,1,1,1,100,2024-09-06T08:00:00+00:00
2024-09-06T12:00:00+00:00,1,1,1,1,100,2024-09-06T12:00:00+00:00
2024-09-06T16:00:00+00:00,1,1,1,1,100,2024-09-06T16:00:00+00:00
2024-09-06T20:00:00+00:00,1,1,1,1,100,2024-09-06T20:00:00+00:00
2024-09-07T00:00:00+00:00,1,1,1,1,100,2024-09-07T00:00:00+00:00
2024-09-07T04:00:00+00:00,1,1,1,1,100,2024-09-07T04:00:00+00:00
2024-09-07T08:00:00+00:00,1,1,1,1,100,2024-09-07T08:00:00+00:00
2024-09-07T12:00:00+00:00,1,1,1,1,100,2024-09-07T12:00:00+00:00
2024-09-07T16:00:00+00:00,1,1,1,1,100,2024-09-07T16:00:00+00:00
2024-09-07T20:00:00+00:00,1,1,1,1,100,2024-09-07T20:00:00+00:00
2024-09-08T00:00:00+00:00,1,1,1,1,100,2024-09-08T00:00:00+00:00
2024-09-08T04:00:00+00:00,1,1,1,1,100,2024-09-08T04:00:00+00:00
2024-09-08T08:00:00+00:00,1,1,1,1,100,2024-09-08T08:00:00+00:00
2024-09-08T12:00:00+00:00,1,1,1,1,100,2024-09-08T12:00:00+00:00
2024-09-08T16:00:00+00:00,1,1,1,1,100,2024-09-08T16:00:00+00:00
2024-09-08T20:00:00+00:00,1,1,1,1,100,2024-09-08T20:00:00+00:00
2024-09-09T00:00:00+00:00,1,1,1,1,100,2024-09-09T00:00:00+00:00
2024-09-09T04:00:00+00:00,1,1,1,1,100,2024-09-09T04:00:00+00:00
2024-09-09T08:00:00+00:00,1,1,1,1,100,2024-09-09T08:00:00+00:00
2024-09-09T12:00:00+00:00,1,1,1,1,100,2024-09-09T12:00:00+00:00
2024-09-09T16:00:00+00:00,1,1,1,1,100,2024-09-09T16:00:00+00:00
2024-09-09T20:00:00+00:00,1,1,1,1,100,2024-09-09T20:00:00+00:00
2024-09-10T00:00:00+00:00,1,1,1,1,100,2024-09-10T00:00:00+00:00
2024-09-10T04:00:00+00:00,1,1,1,1,100,2024-09-10T04:00:00+00:00
2024-09-10T08:00:00+00:00,1,1,1,1,100,2024-09-10T08:00:00+00:00
2024-09-10T12:00:00+00:00,1,1,1,1,100,2024-09-10T12:00:00+00:00
2024-09-10T16:00:00+00:00,1,1,1,1,100,2024-09-10T16:00:00+00:00
2024-09-10T20:00:00+00:00,1,1,1,1,100,2024-09-10T20:00:00+00:00
2024-09-11T00:00:00+00:00,1,1,1,1,100,2024-09-11T00:00:00+00:00
2024-09-11T04:00:00+00:00,1,1,1,1,100,2024-09-11T04:00:00+00:00
2024-09-11T08:00:00+00:00,1,1,1,1,100,2024-09-11T08:00:00+00:00
2024-09-11T12:00:00+00:00,1,1,1,1,100,2024-09-11T12:00:00+00:00
2024-09-11T16:00:00+00:00,1,1,1,1,100,2024-09-11T16:00:00+00:00
2024-09-11T20:00:00+00:00,1,1,1,1,100,2024-09-11T20:00:00+00:00
2024-09-12T00:00:00+00:00,1,1,1,1,100,2024-09-12T00:00:00+00:00
2024-09-12T04:00:00+00:00,1,1,1,1,100,2024-09-12T04:00:00+00:00
2024-09-12T08:00:00+00:00,1,1,1,1,100,2024-09-12T08:00:00+00:00
2024-09-12T12:00:00+00:00,1,1,1,1,100,2024-09-12T12:00:00+00:00
2024-09-12T16:00:00+00:00,1,1,1,1,100,2024-09-12T16:00:00+00:00
2024-09-12T20:00:00+00:00,1,1,1,1,100,2024-09-12T20:00:00+00:00
2024-09-13T00:00:00+00:00,1,1,1,1,100,2024-09-13T00:00:00+00:00
2024-09-13T04:00:00+00:00,1,1,1,1,100,2024-09-13T04:00:00+00:00
2024-09-13T08:00:00+00:00,1,1,1,1,100,2024-09-13T08:00:00+00:00
2024-09-13T12:00:00+00:00,1,1,1,1,100,2024-09-13T12:00:00+00:00
2024-09-13T16:00:00+00:00,1,1,1,1,100,2024-09-13T16:00:00+00:00
2024-09-13T20:00:00+00:00,1,1,1,1,100,2024-09-13T20:00:00+00:00
2024-09-14T00:00:00+00:00,1,1,1,1,100,2024-09-14T00:00:00+00:00
2024-09-14T04:00:00+00:00,1,1,1,1,100,2024-09-14T04:00:00+00:00
2024-09-14T08:00:00+00:00,1,1,1,1,100,2024-09-14T08:00:00+00:00
2024-09-14T12:00:00+00:00,1,1,1,1,100,2024-09-14T12:00:00+00:00
2024-09-14T16:00:00+00:00,1,1,1,1,100,2024-09-14T16:00:00+00:00
2024-09-14T20:00:00+00:00,1,1,1,1,100,2024-09-14T20:00:00+00:00
2024-09-15T00:00:00+00:00,1,1,1,1,100,2024-09-15T00:00:00+00:00
2024-09-15T04:00:00+00:00,1,1,1,1,100,2024-09-15T04:00:00+00:00
2024-09-15T08:00:00+00:00,1,1,1,1,100,2024-09-15T08:00:00+00:00
2024-09-15T12:00:00+00:00,1,1,1,1,100,2024-09-15T12:00:00+00:00
2024-09-15T16:00:00+00:00,1,1,1,1,100,2024-09-15T16:00:00+00:00
2024-09-15T20:00:00+00:00,1,1,1,1,100,2024-09-15T20:00:00+00:00
2024-09-16T00:00:00+00:00,1,1,1,1,100,2024-09-16T00:00:00+00:00
2024-09-16T04:00:00+00:00,1,1,1,1,100,2024-09-16T04:00:00+00:00
2024-09-16T08:00:00+00:00,1,1,1,1,100,2024-09-16T08:00:00+00:00
2024-09-16T12:00:00+00:00,1,1,1,1,100,2024-09-16T12:00:00+00:00
2024-09-16T16:00:00+00:00,1,1,1,1,100,2024-09-16T16:00:00+00:00
2024-09-16T20:00:00+00:00,1,1,1,1,100,2024-09-16T20:00:00+00:00
2024-09-17T00:00:00+00:00,1,1,1,1,100,2024-09-17T00:00:00+00:00
2024-09-17T04:00:00+00:00,1,1,1,1,100,2024-09-17T04:00:00+00:00
2024-09-17T08:00:00+00:00,1,1,1,1,100,2024-09-17T08:00:00+00:00
2024-09-17T12:00:00+00:00,1,1,1,1,100,2024-09-17T12:00:00+00:00
2024-09-17T16:00:00+00:00,1,1,1,1,100,2024-09-17T16:00:00+00:00
2024-09-17T20:00:00+00:00,1,1,1,1,100,2024-09-17T20:00:00+00:00
2024-09-18T00:00:00+00:00,1,1,1,1,100,2024-09-18T00:00:00+00:00
2024-09-18T04:00:00+00:00,1,1,1,1,100,2024-09-18T04:00:00+00:00
2024-09-18T08:00:00+00:00,1,1,1,1,100,2024-09-18T08:00:00+00:00
2024-09-18T12:00:00+00:00,1,1,1,1,100,2024-09-18T12:00:00+00:00
2024-09-18T16:00:00+00:00,1,1,1,1,100,2024-09-18T16:00:00+00:00
2024-09-18T20:00:00+00:00,1,1,1,1,100,2024-09-18T20:00:00+00:00
2024-09-19T00:00:00+00:00,1,1,1,1,100,2024-09-19T00:00:00+00:00
2024-09-19T04:00:00+00:00,1,1,1,1,100,2024-09-19T04:00:00+00:00
